update_idx,step,num_transitions,agent0_n,agent1_n,agent0_rl_sum,agent0_rl_mean,agent0_format_sum,agent0_format_mean,agent0_validator_sum,agent0_validator_mean,agent0_sequence_sum,agent0_sequence_mean,agent0_comm_sum,agent0_comm_mean,agent0_breakdown_total_sum,agent0_breakdown_total_mean,agent0_legacy_process_sum,agent0_legacy_process_mean,agent1_rl_sum,agent1_rl_mean,agent1_format_sum,agent1_format_mean,agent1_validator_sum,agent1_validator_mean,agent1_sequence_sum,agent1_sequence_mean,agent1_comm_sum,agent1_comm_mean,agent1_breakdown_total_sum,agent1_breakdown_total_mean,agent1_legacy_process_sum,agent1_legacy_process_mean
1,103,103,50,53,-38.5,-0.77,-6.0,-0.12,-32.5,-0.65,0.0,0.0,0.0,0.0,-38.5,-0.77,-38.5,-0.77,-7.689061154177434,-0.14507662555051762,-4.0,-0.07547169811320754,-5.0,-0.09433962264150944,1.3109388458225668,0.024734695204199374,0.0,0.0,-7.689061154177434,-0.14507662555051762,-7.689061154177434,-0.14507662555051762
1,101,101,49,52,-34.53303684879289,-0.7047558540569977,-4.0,-0.08163265306122448,-31.5,-0.6428571428571429,0.9669631512071155,0.019733941861369703,0.0,0.0,-34.53303684879289,-0.7047558540569977,-34.53303684879289,-0.7047558540569977,-8.0,-0.15384615384615385,-3.0,-0.057692307692307696,-5.0,-0.09615384615384616,0.0,0.0,0.0,0.0,-8.0,-0.15384615384615385,-8.0,-0.15384615384615385
1,97,97,46,51,-30.177678949597627,-0.6560364989042963,-1.0,-0.021739130434782608,-29.5,-0.6413043478260869,0.32232105040237186,0.007006979356573301,0.0,0.0,-30.177678949597627,-0.6560364989042963,-30.177678949597627,-0.6560364989042963,-6.033591731266149,-0.1183057202209049,-3.0,-0.058823529411764705,-5.0,-0.09803921568627451,1.9664082687338502,0.03855702487713432,0.0,0.0,-6.033591731266149,-0.1183057202209049,-6.033591731266149,-0.1183057202209049
1,101,101,48,53,-27.677678949597627,-0.5766183114499506,-2.0,-0.041666666666666664,-26.0,-0.5416666666666666,0.32232105040237186,0.006715021883382747,0.0,0.0,-27.677678949597627,-0.5766183114499506,-27.677678949597627,-0.5766183114499506,-14.344530577088717,-0.2706515203224286,-9.0,-0.16981132075471697,-6.0,-0.11320754716981132,0.6554694229112834,0.012367347602099687,0.0,0.0,-14.344530577088717,-0.2706515203224286,-14.344530577088717,-0.2706515203224286
1,97,97,45,52,-28.533036848792886,-0.6340674855287308,-2.0,-0.044444444444444446,-27.5,-0.6111111111111112,0.9669631512071155,0.02148807002682479,0.0,0.0,-28.533036848792886,-0.6340674855287308,-28.533036848792886,-0.6340674855287308,-8.844530577088717,-0.17008712648247531,-3.0,-0.057692307692307696,-6.5,-0.125,0.6554694229112834,0.012605181209832374,0.0,0.0,-8.844530577088717,-0.17008712648247531,-8.844530577088717,-0.17008712648247531
1,113,113,55,58,-34.67767894959763,-0.6305032536290478,-10.0,-0.18181818181818182,-25.0,-0.45454545454545453,0.32232105040237186,0.005860382734588579,0.0,0.0,-34.67767894959763,-0.6305032536290478,-34.67767894959763,-0.6305032536290478,-9.03359173126615,-0.1557515815735543,-8.0,-0.13793103448275862,-3.0,-0.05172413793103448,1.9664082687338502,0.0339035908402388,0.0,0.0,-9.03359173126615,-0.1557515815735543,-9.03359173126615,-0.1557515815735543
1,97,97,47,50,-36.67767894959763,-0.7803761478637793,-10.0,-0.2127659574468085,-27.0,-0.574468085106383,0.32232105040237186,0.006857894689412167,0.0,0.0,-36.67767894959763,-0.7803761478637793,-36.67767894959763,-0.7803761478637793,-5.533591731266149,-0.11067183462532298,-3.0,-0.06,-4.5,-0.09,1.9664082687338502,0.039328165374677,0.0,0.0,-5.533591731266149,-0.11067183462532298,-5.533591731266149,-0.11067183462532298
1,104,104,49,55,-29.075784056432582,-0.5933833480904609,-1.0,-0.02040816326530612,-29.0,-0.5918367346938775,0.9242159435674182,0.01886154986872282,0.0,0.0,-29.075784056432582,-0.5933833480904609,-29.075784056432582,-0.5933833480904609,-8.533591731266151,-0.1551562132957482,-5.0,-0.09090909090909091,-6.0,-0.10909090909090909,2.46640826873385,0.04484378670425182,0.0,0.0,-8.533591731266151,-0.1551562132957482,-8.533591731266151,-0.1551562132957482
1,109,109,53,56,-32.07578405643258,-0.6052034727628789,-6.0,-0.11320754716981132,-27.0,-0.5094339622641509,0.9242159435674182,0.017438036671083363,0.0,0.0,-32.07578405643258,-0.6052034727628789,-32.07578405643258,-0.6052034727628789,-13.189061154177434,-0.2355189491817399,-12.0,-0.21428571428571427,-3.0,-0.05357142857142857,1.8109388458225668,0.03233819367540298,0.0,0.0,-13.189061154177434,-0.2355189491817399,-13.189061154177434,-0.2355189491817399
1,98,98,49,49,-33.53303684879288,-0.6843476907916914,-4.0,-0.08163265306122448,-30.5,-0.6224489795918368,0.9669631512071155,0.019733941861369703,0.0,0.0,-33.53303684879288,-0.6843476907916914,-33.53303684879288,-0.6843476907916914,-3.53359173126615,-0.0721141169646153,-2.0,-0.04081632653061224,-3.5,-0.07142857142857142,1.9664082687338502,0.04013078099456837,0.0,0.0,-3.53359173126615,-0.0721141169646153,-3.53359173126615,-0.0721141169646153
1,107,107,49,58,-29.855357899195255,-0.6092930183509235,-4.0,-0.08163265306122448,-26.5,-0.5408163265306123,0.6446421008047437,0.013155961240913137,0.0,0.0,-29.855357899195255,-0.6092930183509235,-29.855357899195255,-0.6092930183509235,-11.344530577088717,-0.19559535477739168,-6.0,-0.10344827586206896,-6.0,-0.10344827586206896,0.6554694229112834,0.011301196946746266,0.0,0.0,-11.344530577088717,-0.19559535477739168,-11.344530577088717,-0.19559535477739168
1,114,114,58,56,-31.75346300603021,-0.5474735001039691,-5.0,-0.08620689655172414,-28.0,-0.4827586206896552,1.24653699396979,0.021492017137410172,0.0,0.0,-31.75346300603021,-0.5474735001039691,-31.75346300603021,-0.5474735001039691,-13.844530577088717,-0.24722376030515567,-12.0,-0.21428571428571427,-2.5,-0.044642857142857144,0.6554694229112834,0.011704811123415775,0.0,0.0,-13.844530577088717,-0.24722376030515567,-13.844530577088717,-0.24722376030515567
1,105,105,51,54,-31.355357899195255,-0.6148109391999069,-6.0,-0.11764705882352941,-26.0,-0.5098039215686274,0.6446421008047437,0.012640041192249877,0.0,0.0,-31.355357899195255,-0.6148109391999069,-31.355357899195255,-0.6148109391999069,-12.878122308354868,-0.23848374645101608,-12.0,-0.2222222222222222,-3.5,-0.06481481481481481,2.6218776916451336,0.048553290586020995,0.0,0.0,-12.878122308354868,-0.23848374645101608,-12.878122308354868,-0.23848374645101608
1,102,102,48,54,-31.855357899195255,-0.6636532895665678,-6.0,-0.125,-26.5,-0.5520833333333334,0.6446421008047437,0.013430043766765494,0.0,0.0,-31.855357899195255,-0.6636532895665678,-31.855357899195255,-0.6636532895665678,-4.222652885443583,-0.07819727565636266,-2.0,-0.037037037037037035,-5.5,-0.10185185185185185,3.277347114556417,0.06069161323252624,0.0,0.0,-4.222652885443583,-0.07819727565636266,-4.222652885443583,-0.07819727565636266
1,106,106,50,56,-28.355357899195255,-0.5671071579839051,-2.0,-0.04,-27.0,-0.54,0.6446421008047437,0.012892842016094874,0.0,0.0,-28.355357899195255,-0.5671071579839051,-28.355357899195255,-0.5671071579839051,-10.844530577088717,-0.1936523317337271,-7.0,-0.125,-4.5,-0.08035714285714286,0.6554694229112834,0.011704811123415775,0.0,0.0,-10.844530577088717,-0.1936523317337271,-10.844530577088717,-0.1936523317337271
1,129,129,62,67,-36.57578405643258,-0.5899320009102029,-8.0,-0.12903225806451613,-29.5,-0.47580645161290325,0.9242159435674182,0.014906708767216423,0.0,0.0,-36.57578405643258,-0.5899320009102029,-36.57578405643258,-0.5899320009102029,-10.844530577088717,-0.16185866532968235,-6.0,-0.08955223880597014,-5.5,-0.08208955223880597,0.6554694229112834,0.009783125715093783,0.0,0.0,-10.844530577088717,-0.16185866532968235,-10.844530577088717,-0.16185866532968235
1,115,115,57,58,-38.855357899195255,-0.6816729455999168,-6.0,-0.10526315789473684,-33.5,-0.5877192982456141,0.6446421008047437,0.0113095105404341,0.0,0.0,-38.855357899195255,-0.6816729455999168,-38.855357899195255,-0.6816729455999168,-6.033591731266149,-0.10402744364251981,-4.0,-0.06896551724137931,-4.5,-0.07758620689655173,2.46640826873385,0.04252428049541121,0.0,0.0,-6.033591731266149,-0.10402744364251981,-6.033591731266149,-0.10402744364251981
1,117,117,54,63,-33.0,-0.6111111111111112,-8.0,-0.14814814814814814,-25.0,-0.46296296296296297,0.0,0.0,0.0,0.0,-33.0,-0.6111111111111112,-33.0,-0.6111111111111112,-11.378122308354868,-0.18060511600563284,-8.0,-0.12698412698412698,-6.0,-0.09523809523809523,2.6218776916451336,0.04161710621658942,0.0,0.0,-11.378122308354868,-0.18060511600563284,-11.378122308354868,-0.18060511600563284
1,94,94,44,50,-30.677678949597627,-0.6972199761272188,-6.0,-0.13636363636363635,-25.0,-0.5681818181818182,0.32232105040237186,0.007325478418235724,0.0,0.0,-30.677678949597627,-0.6972199761272188,-30.677678949597627,-0.6972199761272188,-6.344530577088717,-0.12689061154177433,-4.0,-0.08,-3.0,-0.06,0.6554694229112834,0.013109388458225669,0.0,0.0,-6.344530577088717,-0.12689061154177433,-6.344530577088717,-0.12689061154177433
1,101,101,51,50,-27.355357899195255,-0.5363795666508874,-2.0,-0.0392156862745098,-26.0,-0.5098039215686274,0.6446421008047437,0.012640041192249877,0.0,0.0,-27.355357899195255,-0.5363795666508874,-27.355357899195255,-0.5363795666508874,-4.878122308354866,-0.09756244616709733,-6.0,-0.12,-1.5,-0.03,2.6218776916451336,0.052437553832902675,0.0,0.0,-4.878122308354866,-0.09756244616709733,-4.878122308354866,-0.09756244616709733
1,89,89,43,46,-32.17767894959763,-0.7483181151069216,-4.0,-0.09302325581395349,-28.5,-0.6627906976744186,0.32232105040237186,0.007495838381450509,0.0,0.0,-32.17767894959763,-0.7483181151069216,-32.17767894959763,-0.7483181151069216,-2.8781223083548664,-0.06256787626858405,-2.0,-0.043478260869565216,-3.5,-0.07608695652173914,2.6218776916451336,0.0569973411227203,0.0,0.0,-2.8781223083548664,-0.06256787626858405,-2.8781223083548664,-0.06256787626858405
1,112,112,54,58,-35.53303684879289,-0.658019200903572,-4.0,-0.07407407407407407,-32.5,-0.6018518518518519,0.9669631512071155,0.017906725022353992,0.0,0.0,-35.53303684879289,-0.658019200903572,-35.53303684879289,-0.658019200903572,-10.344530577088717,-0.17835397546704684,-6.0,-0.10344827586206896,-5.0,-0.08620689655172414,0.6554694229112834,0.011301196946746266,0.0,0.0,-10.344530577088717,-0.17835397546704684,-10.344530577088717,-0.17835397546704684
1,93,93,47,46,-30.855357899195255,-0.6564969765786225,-2.0,-0.0425531914893617,-29.5,-0.6276595744680851,0.6446421008047437,0.013715789378824334,0.0,0.0,-30.855357899195255,-0.6564969765786225,-30.855357899195255,-0.6564969765786225,-4.189061154177433,-0.0910665468299442,-2.0,-0.043478260869565216,-3.5,-0.07608695652173914,1.3109388458225668,0.02849867056136015,0.0,0.0,-4.189061154177433,-0.0910665468299442,-4.189061154177433,-0.0910665468299442
1,105,105,50,55,-27.533036848792886,-0.5506607369758577,-1.0,-0.02,-27.5,-0.55,0.9669631512071155,0.01933926302414231,0.0,0.0,-27.533036848792886,-0.5506607369758577,-27.533036848792886,-0.5506607369758577,-9.53359173126615,-0.17333803147756635,-7.0,-0.12727272727272726,-5.5,-0.1,2.96640826873385,0.053934695795160914,0.0,0.0,-9.53359173126615,-0.17333803147756635,-9.53359173126615,-0.17333803147756635
1,96,96,46,50,-30.177678949597627,-0.6560364989042963,-4.0,-0.08695652173913043,-26.5,-0.5760869565217391,0.32232105040237186,0.007006979356573301,0.0,0.0,-30.177678949597627,-0.6560364989042963,-30.177678949597627,-0.6560364989042963,-8.344530577088717,-0.16689061154177434,-5.0,-0.1,-4.0,-0.08,0.6554694229112834,0.013109388458225669,0.0,0.0,-8.344530577088717,-0.16689061154177434,-8.344530577088717,-0.16689061154177434
1,115,115,55,60,-28.5,-0.5181818181818182,-2.0,-0.03636363636363636,-26.5,-0.4818181818181818,0.0,0.0,0.0,0.0,-28.5,-0.5181818181818182,-28.5,-0.5181818181818182,-11.844530577088717,-0.19740884295147862,-6.0,-0.1,-7.0,-0.11666666666666667,1.1554694229112834,0.01925782371518806,0.0,0.0,-11.844530577088717,-0.19740884295147862,-11.844530577088717,-0.19740884295147862
1,106,106,53,53,-31.710715798390513,-0.5983153924224626,-2.0,-0.03773584905660377,-31.0,-0.5849056603773585,1.2892842016094874,0.024326117011499764,0.0,0.0,-31.710715798390513,-0.5983153924224626,-31.710715798390513,-0.5983153924224626,-8.189061154177434,-0.15451058781466856,-6.0,-0.11320754716981132,-3.5,-0.0660377358490566,1.3109388458225668,0.024734695204199374,0.0,0.0,-8.189061154177434,-0.15451058781466856,-8.189061154177434,-0.15451058781466856
1,107,107,53,54,-33.71071579839051,-0.6360512414790662,-6.0,-0.11320754716981132,-29.0,-0.5471698113207547,1.2892842016094874,0.024326117011499764,0.0,0.0,-33.71071579839051,-0.6360512414790662,-33.71071579839051,-0.6360512414790662,-5.533591731266149,-0.10247392094937313,-3.0,-0.05555555555555555,-4.5,-0.08333333333333333,1.9664082687338502,0.03641496793951574,0.0,0.0,-5.533591731266149,-0.10247392094937313,-5.533591731266149,-0.10247392094937313
1,108,108,50,58,-34.0,-0.68,-8.0,-0.16,-26.0,-0.52,0.0,0.0,0.0,0.0,-34.0,-0.68,-34.0,-0.68,-8.844530577088717,-0.1524919065015296,-5.0,-0.08620689655172414,-5.0,-0.08620689655172414,1.1554694229112834,0.019921886601918678,0.0,0.0,-8.844530577088717,-0.1524919065015296,-8.844530577088717,-0.1524919065015296
1,88,88,43,45,-27.855357899195255,-0.6477990209115175,0.0,0.0,-28.5,-0.6627906976744186,0.6446421008047437,0.014991676762901017,0.0,0.0,-27.855357899195255,-0.6477990209115175,-27.855357899195255,-0.6477990209115175,-1.722652885443583,-0.03828117523207962,-1.0,-0.022222222222222223,-5.0,-0.1111111111111111,4.277347114556417,0.0950521581012537,0.0,0.0,-1.722652885443583,-0.03828117523207962,-1.722652885443583,-0.03828117523207962
1,115,115,53,62,-26.855357899195255,-0.5067048660225519,-2.0,-0.03773584905660377,-25.5,-0.4811320754716981,0.6446421008047437,0.012163058505749882,0.0,0.0,-26.855357899195255,-0.5067048660225519,-26.855357899195255,-0.5067048660225519,-13.344530577088717,-0.21523436414659222,-9.0,-0.14516129032258066,-5.5,-0.08870967741935484,1.1554694229112834,0.01863660359534328,0.0,0.0,-13.344530577088717,-0.21523436414659222,-13.344530577088717,-0.21523436414659222
1,102,102,48,54,-28.0,-0.5833333333333334,-2.0,-0.041666666666666664,-26.0,-0.5416666666666666,0.0,0.0,0.0,0.0,-28.0,-0.5833333333333334,-28.0,-0.5833333333333334,-9.53359173126615,-0.1765479950234472,-8.0,-0.14814814814814814,-3.5,-0.06481481481481481,1.9664082687338502,0.03641496793951574,0.0,0.0,-9.53359173126615,-0.1765479950234472,-9.53359173126615,-0.1765479950234472
1,121,121,57,64,-33.53303684879289,-0.5882988920840858,-8.0,-0.14035087719298245,-26.5,-0.4649122807017544,0.9669631512071155,0.01696426581065115,0.0,0.0,-33.53303684879289,-0.5882988920840858,-33.53303684879289,-0.5882988920840858,-12.53359173126615,-0.19583737080103358,-8.0,-0.125,-6.5,-0.1015625,1.9664082687338502,0.03072512919896641,0.0,0.0,-12.53359173126615,-0.19583737080103358,-12.53359173126615,-0.19583737080103358
1,108,108,51,57,-31.0,-0.6078431372549019,-4.0,-0.0784313725490196,-27.0,-0.5294117647058824,0.0,0.0,0.0,0.0,-31.0,-0.6078431372549019,-31.0,-0.6078431372549019,-4.533591731266149,-0.079536697039757,-2.0,-0.03508771929824561,-4.5,-0.07894736842105263,1.9664082687338502,0.03449839067954123,0.0,0.0,-4.533591731266149,-0.079536697039757,-4.533591731266149,-0.079536697039757
1,99,99,50,49,-34.03303684879289,-0.6806607369758578,-8.0,-0.16,-27.0,-0.54,0.9669631512071155,0.01933926302414231,0.0,0.0,-34.03303684879289,-0.6806607369758578,-34.03303684879289,-0.6806607369758578,-3.378122308354866,-0.0689412715990789,-4.0,-0.08163265306122448,-2.0,-0.04081632653061224,2.6218776916451336,0.05350770799275783,0.0,0.0,-3.378122308354866,-0.0689412715990789,-3.378122308354866,-0.0689412715990789
1,97,97,48,49,-28.177678949597627,-0.5870349781166172,-2.0,-0.041666666666666664,-26.5,-0.5520833333333334,0.32232105040237186,0.006715021883382747,0.0,0.0,-28.177678949597627,-0.5870349781166172,-28.177678949597627,-0.5870349781166172,-9.53359173126615,-0.19456309655645201,-8.0,-0.16326530612244897,-3.5,-0.07142857142857142,1.9664082687338502,0.04013078099456837,0.0,0.0,-9.53359173126615,-0.19456309655645201,-9.53359173126615,-0.19456309655645201
1,103,103,48,55,-29.855357899195255,-0.6219866228999011,-4.0,-0.08333333333333333,-26.5,-0.5520833333333334,0.6446421008047437,0.013430043766765494,0.0,0.0,-29.855357899195255,-0.6219866228999011,-29.855357899195255,-0.6219866228999011,-9.033591731266151,-0.16424712238665728,-5.0,-0.09090909090909091,-6.0,-0.10909090909090909,1.9664082687338502,0.03575287761334273,0.0,0.0,-9.033591731266151,-0.16424712238665728,-9.033591731266151,-0.16424712238665728
