update_idx,step,num_transitions,agent0_n,agent1_n,agent0_rl_sum,agent0_rl_mean,agent0_format_sum,agent0_format_mean,agent0_validator_sum,agent0_validator_mean,agent0_sequence_sum,agent0_sequence_mean,agent0_comm_sum,agent0_comm_mean,agent0_breakdown_total_sum,agent0_breakdown_total_mean,agent0_legacy_process_sum,agent0_legacy_process_mean,agent1_rl_sum,agent1_rl_mean,agent1_format_sum,agent1_format_mean,agent1_validator_sum,agent1_validator_mean,agent1_sequence_sum,agent1_sequence_mean,agent1_comm_sum,agent1_comm_mean,agent1_breakdown_total_sum,agent1_breakdown_total_mean,agent1_legacy_process_sum,agent1_legacy_process_mean
1,104,104,52,52,-34.03303684879289,-0.6544814778614018,-8.0,-0.15384615384615385,-27.0,-0.5192307692307693,0.9669631512071155,0.018595445215521453,0.0,0.0,-34.03303684879289,-0.6544814778614018,-34.03303684879289,-0.6544814778614018,-5.878122308354866,-0.11304081362220897,-4.0,-0.07692307692307693,-4.5,-0.08653846153846154,2.6218776916451336,0.050420724839329495,0.0,0.0,-5.878122308354866,-0.11304081362220897,-5.878122308354866,-0.11304081362220897
1,104,104,49,55,-32.03303684879289,-0.6537354458937324,-6.0,-0.12244897959183673,-27.0,-0.5510204081632653,0.9669631512071155,0.019733941861369703,0.0,0.0,-32.03303684879289,-0.6537354458937324,-32.03303684879289,-0.6537354458937324,-7.689061154177434,-0.13980111189413516,-4.0,-0.07272727272727272,-6.0,-0.10909090909090909,2.310938845822567,0.04201706992404667,0.0,0.0,-7.689061154177434,-0.13980111189413516,-7.689061154177434,-0.13980111189413516
1,113,113,54,59,-28.855357899195255,-0.5343584796147269,-2.0,-0.037037037037037035,-27.5,-0.5092592592592593,0.6446421008047437,0.011937816681569327,0.0,0.0,-28.855357899195255,-0.5343584796147269,-28.855357899195255,-0.5343584796147269,-10.189061154177434,-0.17269595176571922,-7.0,-0.11864406779661017,-5.0,-0.0847457627118644,1.8109388458225668,0.03069387874275537,0.0,0.0,-10.189061154177434,-0.17269595176571922,-10.189061154177434,-0.17269595176571922
1,110,110,55,55,-36.398105106834954,-0.661783729215181,-9.0,-0.16363636363636364,-28.0,-0.509090909090909,0.6018948931650463,0.010943543512091751,0.0,0.0,-36.398105106834954,-0.661783729215181,-36.398105106834954,-0.661783729215181,-7.533591731266151,-0.13697439511393003,-7.0,-0.12727272727272726,-3.0,-0.05454545454545454,2.46640826873385,0.04484378670425182,0.0,0.0,-7.533591731266151,-0.13697439511393003,-7.533591731266151,-0.13697439511393003
1,114,114,55,59,-30.033036848792882,-0.5460552154325978,-4.0,-0.07272727272727272,-27.0,-0.4909090909090909,0.9669631512071155,0.017581148203765738,0.0,0.0,-30.033036848792882,-0.5460552154325978,-30.033036848792882,-0.5460552154325978,-8.222652885443583,-0.13936699805836583,-8.0,-0.13559322033898305,-4.5,-0.07627118644067797,4.277347114556417,0.07249740872129519,0.0,0.0,-8.222652885443583,-0.13936699805836583,-8.222652885443583,-0.13936699805836583
1,106,106,51,55,-29.677678949597627,-0.5819152735215221,0.0,0.0,-30.0,-0.5882352941176471,0.32232105040237186,0.0063200205961249385,0.0,0.0,-29.677678949597627,-0.5819152735215221,-29.677678949597627,-0.5819152735215221,-8.189061154177434,-0.14889202098504425,-6.0,-0.10909090909090909,-4.0,-0.07272727272727272,1.8109388458225668,0.032926160833137576,0.0,0.0,-8.189061154177434,-0.14889202098504425,-8.189061154177434,-0.14889202098504425
1,98,98,49,49,-38.17767894959763,-0.7791363050938291,-11.0,-0.22448979591836735,-27.5,-0.5612244897959183,0.32232105040237186,0.006577980620456569,0.0,0.0,-38.17767894959763,-0.7791363050938291,-38.17767894959763,-0.7791363050938291,-7.378122308354866,-0.1505739246603034,-6.0,-0.12244897959183673,-4.0,-0.08163265306122448,2.6218776916451336,0.05350770799275783,0.0,0.0,-7.378122308354866,-0.1505739246603034,-7.378122308354866,-0.1505739246603034
1,121,121,58,63,-36.855357899195255,-0.6354372051585389,-8.0,-0.13793103448275862,-29.5,-0.5086206896551724,0.6446421008047437,0.011114518979392134,0.0,0.0,-36.855357899195255,-0.6354372051585389,-36.855357899195255,-0.6354372051585389,-12.689061154177434,-0.20141366911392752,-10.0,-0.15873015873015872,-5.0,-0.07936507936507936,2.310938845822567,0.036681568981310586,0.0,0.0,-12.689061154177434,-0.20141366911392752,-12.689061154177434,-0.20141366911392752
1,108,108,53,55,-28.5,-0.5377358490566038,-2.0,-0.03773584905660377,-26.5,-0.5,0.0,0.0,0.0,0.0,-28.5,-0.5377358490566038,-28.5,-0.5377358490566038,-13.189061154177434,-0.23980111189413517,-10.0,-0.18181818181818182,-4.5,-0.08181818181818182,1.3109388458225668,0.02383525174222849,0.0,0.0,-13.189061154177434,-0.23980111189413517,-13.189061154177434,-0.23980111189413517
1,100,100,51,49,-38.21071579839051,-0.7492297215370688,-6.0,-0.11764705882352941,-33.5,-0.6568627450980392,1.2892842016094874,0.025280082384499754,0.0,0.0,-38.21071579839051,-0.7492297215370688,-38.21071579839051,-0.7492297215370688,-3.53359173126615,-0.0721141169646153,-3.0,-0.061224489795918366,-3.5,-0.07142857142857142,2.96640826873385,0.060538944259874494,0.0,0.0,-3.53359173126615,-0.0721141169646153,-3.53359173126615,-0.0721141169646153
1,107,107,53,54,-37.355357899195255,-0.7048180735697218,-11.0,-0.20754716981132076,-27.0,-0.5094339622641509,0.6446421008047437,0.012163058505749882,0.0,0.0,-37.355357899195255,-0.7048180735697218,-37.355357899195255,-0.7048180735697218,-3.878122308354866,-0.07181707978434937,-2.0,-0.037037037037037035,-4.5,-0.08333333333333333,2.6218776916451336,0.048553290586020995,0.0,0.0,-3.878122308354866,-0.07181707978434937,-3.878122308354866,-0.07181707978434937
1,94,94,45,49,-32.03303684879289,-0.7118452633065087,-4.0,-0.08888888888888889,-29.0,-0.6444444444444445,0.9669631512071155,0.02148807002682479,0.0,0.0,-32.03303684879289,-0.7118452633065087,-32.03303684879289,-0.7118452633065087,-7.344530577088717,-0.14988837912425954,-5.0,-0.10204081632653061,-3.5,-0.07142857142857142,1.1554694229112834,0.023581008630842518,0.0,0.0,-7.344530577088717,-0.14988837912425954,-7.344530577088717,-0.14988837912425954
1,103,103,50,53,-32.67767894959763,-0.6535535789919525,-5.0,-0.1,-28.0,-0.56,0.32232105040237186,0.006446421008047437,0.0,0.0,-32.67767894959763,-0.6535535789919525,-32.67767894959763,-0.6535535789919525,-5.378122308354866,-0.10147400581801634,-4.0,-0.07547169811320754,-5.0,-0.09433962264150944,3.6218776916451336,0.06833731493670063,0.0,0.0,-5.378122308354866,-0.10147400581801634,-5.378122308354866,-0.10147400581801634
1,108,108,53,55,-38.17767894959763,-0.7203335650867477,-12.0,-0.22641509433962265,-26.5,-0.5,0.32232105040237186,0.006081529252874941,0.0,0.0,-38.17767894959763,-0.7203335650867477,-38.17767894959763,-0.7203335650867477,-10.878122308354866,-0.19778404197008848,-10.0,-0.18181818181818182,-3.5,-0.06363636363636363,2.6218776916451336,0.04767050348445698,0.0,0.0,-10.878122308354866,-0.19778404197008848,-10.878122308354866,-0.19778404197008848
1,101,101,49,52,-30.75346300603021,-0.6276216940006165,-3.0,-0.061224489795918366,-29.0,-0.5918367346938775,1.2465369939697901,0.02543953048917939,0.0,0.0,-30.75346300603021,-0.6276216940006165,-30.75346300603021,-0.6276216940006165,-7.189061154177434,-0.13825117604187373,-4.0,-0.07692307692307693,-4.5,-0.08653846153846154,1.3109388458225668,0.025210362419664747,0.0,0.0,-7.189061154177434,-0.13825117604187373,-7.189061154177434,-0.13825117604187373
